FILENAME,Dataset,% DKO,% DKN,% TOT,Modal name,% Name Agreement (/Fq names),Nb diff names,H-value,Modal category,% Category Agreement,Hcat-value,Non-Normative Category,Familiarity Mean,Familiarity StDev,Visual Complexity Mean,Visual Complexity StDev,Object Agreement Mean,Object Agreement StDev,Viewpoint Agreement Mean,Viewpoint Agreement StDev,Manipulability Mean,Manipulability StDev,Score
steeringwheel,BOSS-2014 (v.2),0.0,0.0,0.0,Steering wheel,0.6829268292682927,4,1.3642507047064578,Vehicle,0.6666666666666666,1.4153341174062182,,4.7560975609756095,0.582258010029833,2.1463414634146343,1.0620964082830735,4.125,1.0080322575483707,2.90625,1.253623779546783,4.323529411764706,0.8780345901688489,0.717
dice05a,BOSS-2010 (v.1),0.0,0.02564102564102564,0.05128205128205128,dice,0.9722222222222222,2,0.1831220683013729,Gamestoy & entertainment,0.9393939393939394,0.32984607020714635,,4.487179487179487,0.6833275731299957,2.289473684210526,1.2925544525482384,4.34375,1.0957211500695228,4.21875,1.2374368670764582,3.375,1.6412033350858064,0.7155
microphone01,BOSS-2014 (v.2),0.0,0.0,0.0,microphone,0.8809523809523809,2,0.526617065571428,Electronic device & accessory,0.59375,1.5237516322372207,,4.595238095238095,0.7005058732896934,2.261904761904762,1.127473406955306,4.15625,0.9196554403863755,3.5,1.2443420336765103,4.205882352941177,0.9779202348554553,0.7154
christmaslights,BOSS-2014 (v.2),0.0,0.0,0.0,Christmas lights,0.7619047619047619,3,1.0299535906627217,Decoration & gift accessory,0.9090909090909091,0.4394969869215135,,4.642857142857143,0.6921662203943872,2.0714285714285716,0.8665281761947344,4.25,0.842423539174232,3.53125,1.294763024774256,2.4705882352941178,1.0512703460401887,0.7131
match,BOSS-2010 (v.1),0.0,0.0,0.0,match,0.9230769230769231,3,0.46188170471037016,Household article & cleaner,0.5454545454545454,1.8040016039981857,,4.410256410256411,1.0691351329572971,1.8974358974358974,1.1875421719907089,4.606060606060606,0.7474704818333103,3.696969696969697,1.2115292114939,3.8484848484848486,1.3946597282404614,0.713
ironingboard01,BOSS-2014 (v.2),0.0,0.023809523809523808,0.047619047619047616,ironing board,0.7948717948717948,2,0.7320666900931937,Household article & cleaner,0.6666666666666666,1.5408404643782267,,4.523809523809524,0.8621610748180848,1.5714285714285714,0.8006965608633506,4.28125,0.9240295694193397,3.9375,1.2684127749837335,3.6176470588235294,1.2556467820827333,0.7119
stapler03a,BOSS-2010 (v.1),0.0,0.0,0.0,stapler,0.9487179487179487,3,0.3431003078809371,Stationary & school supply,0.9393939393939394,0.39045213081320695,,4.487179487179487,0.969856062890801,2.3076923076923075,1.0299168631201605,4.393939393939394,0.7474704818333103,4.25,0.842423539174232,3.46875,1.343667945731793,0.7103
discoball,BOSS-2014 (v.2),0.0,0.0,0.0,disco ball,0.9285714285714286,4,0.48444393383524387,Decoration & gift accessory,0.7575757575757576,0.7990485210442682,,4.5476190476190474,0.802507684102136,2.5952380952380953,1.4323700947274254,4.375,0.9418581497197699,3.875,1.237844119635477,2.4411764705882355,1.3526892736119192,0.7075
guitarcase,BOSS-2014 (v.2),0.0,0.0,0.0,Guitar case,0.9761904761904762,2,0.1623261801753929,Musical instrument,0.9090909090909091,0.5835844869870731,,4.523809523809524,0.7066960307707161,2.142857142857143,1.1384934112179832,3.875,1.3854078239672525,3.53125,1.4587748947484622,2.9705882352941178,1.3813759964230456,0.7071
battery02b,BOSS-2010 (v.1),0.0,0.0,0.0,battery,0.9473684210526315,3,0.350103827866658,Electronic device & accessory,0.6363636363636364,1.461404244256818,,4.578947368421052,0.7215441005558445,2.1842105263157894,0.9824201544584691,3.727272727272727,1.3755164319430921,3.484848484848485,1.2530266388133007,1.606060606060606,0.9981042636979972,0.7058
sink,BOSS-2014 (v.2),0.0,0.0,0.0,sink,0.7380952380952381,5,1.164220146064638,Skincare & bathroom item,0.625,1.65020470625279,,4.809523809523809,0.39743661793163776,2.1904761904761907,0.9687330231549802,3.4516129032258065,1.3376274936722694,3.161290322580645,1.2674587223666203,3.6176470588235294,1.1810294913915322,0.7056
stepladder,BOSS-2014 (v.2),0.0,0.0,0.0,ladder,0.8333333333333334,3,0.7486345514120754,Hand labour tool & accessory,0.8181818181818182,0.9722134357701608,,4.619047619047619,0.8249872416568831,1.7619047619047619,0.8207528908152862,3.6129032258064515,1.333602123444588,3.6129032258064515,1.453212977161038,3.4705882352941178,1.3081398803354576,0.7021
tree,BOSS-2014 (v.2),0.0,0.0,0.0,tree,0.9523809523809523,3,0.3238144752669867,Natural element,0.9696969696969697,0.19590927087360496,,4.690476190476191,0.6803189796363368,2.9285714285714284,1.5678610121149466,3.566666666666667,1.3308885632599343,4.233333333333333,1.0063019815944516,2.6176470588235294,1.4567441047793086,0.6925
wallclock,BOSS-2014 (v.2),0.0,0.0,0.0,clock,0.8809523809523809,5,0.7554180292484949,Household article & cleaner,0.3939393939393939,1.687522883028414,,4.666666666666667,0.7213357077339465,1.9047619047619047,0.932071488138738,3.1,1.493664782593009,3.7333333333333334,1.3879613761229797,3.1176470588235294,1.4515343163899892,0.6911
bookshelf,BOSS-2014 (v.2),0.0,0.0,0.0,Bookshelf,0.5714285714285714,6,1.6348522435376869,Furniture,0.8787878787878788,0.7146532448524052,,4.738095238095238,0.7005058732896934,1.5952380952380953,0.912234560377704,3.875,1.157026221578126,4.0625,1.3897667476606375,2.6470588235294117,1.3230440781767527,0.6908
coin01b,BOSS-2010 (v.1),0.0,0.0,0.0,coins,0.6153846153846154,4,1.2304069277560443,Jewel & money,0.9696969696969697,0.19590927087360496,,4.717948717948718,0.6047495327000634,2.230769230769231,1.0120728718702565,4.333333333333333,0.9895285072531603,4.181818181818182,1.0444659357341866,2.606060606060606,1.4348212854610574,0.6901
tricycle,BOSS-2014 (v.2),0.0,0.0,0.023809523809523808,Tricycle,0.926829268292683,4,0.49361918728012644,Vehicle,0.5757575757575758,1.4013517630022394,Vehicle,4.571428571428571,0.6302480016263504,2.5,1.173903224498427,3.9,1.268993627874548,3.0,1.4383899044561526,2.823529411764706,1.0862944585258114,0.6888
leaf02a,BOSS-2010 (v.1),0.0,0.0,0.0,leaf,0.9743589743589743,2,0.17203694935311384,Natural element,1.0,0.0,,4.435897435897436,0.9401811638097866,1.8205128205128205,0.8544556553365262,3.75,1.1071614388213236,3.65625,1.4725307379452384,2.1515151515151514,1.2777228798044424,0.6846
dolphin01,BOSS-2014 (v.2),0.0,0.0,0.0,dolphin,0.9761904761904762,2,0.1623261801753929,Sea mammal,0.7575757575757576,1.1139079006067891,Animal,4.476190476190476,0.7726449737860468,2.8333333333333335,1.4127756224360586,4.40625,0.945596756448779,3.774193548387097,1.3091900147127828,1.8235294117647058,1.0862944585258114,0.6835
lawnmower,BOSS-2014 (v.2),0.0,0.023809523809523808,0.0,lawn mower,0.975609756097561,2,0.16542703399626696,Hand labour tool & accessory,0.5757575757575758,1.727257444885981,,4.5476190476190474,0.6699974864307042,2.5714285714285716,1.2125936150505345,3.75,1.1913667943625412,3.5625,1.3663584756098845,3.6176470588235294,1.3487301745638247,0.6808
asianelephant,BOSS-2014 (v.2),0.0,0.0,0.0,elephant,0.9285714285714286,3,0.4368248862161963,Mammal,0.9696969696969697,0.19590927087360496,Animal,4.619047619047619,0.8249872416568831,3.3095238095238093,1.456492533252155,4.21875,0.9413228509270448,4.0,1.1359236684941296,2.5294117647058822,1.5615705791916008,0.6796
christmastree,BOSS-2014 (v.2),0.0,0.0,0.0,Christmas tree,0.8571428571428571,4,0.7704769453520163,Decoration & gift accessory,0.9090909090909091,0.5229784263810124,,4.714285714285714,0.5537329763155099,3.142857142857143,1.490971668302065,3.84375,1.2978735710582958,4.15625,1.2978735710582958,2.8529411764705883,1.4170467142526852,0.6767
ant,BOSS-2014 (v.2),0.0,0.0,0.0,Ant,0.8571428571428571,4,0.8180959929710641,Insect,1.0,0.0,Animal,4.619047619047619,0.6608339503023752,2.6666666666666665,1.5407737471275262,3.90625,1.1175830776653122,3.46875,1.413857112824302,1.6470588235294117,1.011520096451794,0.6744
jeep,BOSS-2014 (v.2),0.0,0.0,0.0,jeep,0.8809523809523809,3,0.6422064220541266,Vehicle,1.0,0.0,Vehicle,4.642857142857143,0.6921662203943872,2.9523809523809526,1.4133920615414322,3.875,1.3136995286643378,3.15625,1.5050318826330342,2.8529411764705883,1.2341689128826112,0.6714
uprightpiano01,BOSS-2014 (v.2),0.0,0.0,0.0,Piano,0.8809523809523809,4,0.6898254696731742,Musical instrument,1.0,0.0,Musical instrument,4.666666666666667,0.611542099807854,2.9761904761904763,1.422606594884729,3.7333333333333334,1.2015315896469558,3.8666666666666667,1.1366415543118706,4.470588235294118,0.8251829592405763,0.669
balloon01b,BOSS-2010 (v.1),0.0,0.0,0.0,balloon,0.8717948717948718,6,0.8501782034132341,Decoration & gift accessory,0.6060606060606061,1.3577928209760026,,4.435897435897436,0.9401811638097866,1.8974358974358974,0.9945872403552455,4.0625,1.2164862143392416,3.1875,1.4466312368685639,3.2903225806451615,1.4650039450935908,0.6684
africanelephant,BOSS-2014 (v.2),0.0,0.0,0.0,elephant,0.9523809523809523,2,0.2761954276479391,Mammal,1.0,0.0,Animal,4.476190476190476,0.993591544829094,2.9523809523809526,1.5133935530646376,4.34375,1.0351678997366376,3.6875,1.4466312368685639,2.676470588235294,1.718360533575873,0.6641
rooster,BOSS-2014 (v.2),0.0,0.023809523809523808,0.0,rooster,0.9512195121951219,3,0.32997428423692066,Bird,0.9696969696969697,0.19590927087360496,Animal,4.523809523809524,0.7404051375510322,3.119047619047619,1.4849222851041974,4.21875,0.9413228509270448,4.09375,1.1460837947184006,2.411764705882353,1.437962511814284,0.6628
giraffe,BOSS-2014 (v.2),0.0,0.0,0.0,giraffe,1.0,1,0.0,Mammal,0.96875,0.2006223243127146,Animal,4.428571428571429,1.0392975381584912,3.119047619047619,1.5012576995985565,4.46875,0.9498514315067824,4.34375,1.0035220234817486,2.2058823529411766,1.4094789874428,0.66
rose,BOSS-2014 (v.2),0.0,0.0,0.0,rose,0.7857142857142857,3,0.9463729359854418,Natural element,0.9696969696969697,0.19590927087360496,,4.714285714285714,0.6357524554958394,2.738095238095238,1.3803414884929088,3.5625,1.1341473989656923,3.875,1.0998533626601497,2.764705882352941,1.4367223541779577,0.659
doorhandle,BOSS-2014 (v.2),0.0,0.0,0.0,Door handle,0.5,5,1.4090479964855323,Building material,0.53125,1.85605363187439,,4.780487804878049,0.5249854817969355,2.024390243902439,1.1065216870456895,,,,,4.029411764705882,1.0584521035998624,0.6578
polarbear,BOSS-2014 (v.2),0.0,0.0,0.0,Polar bear,0.9047619047619048,2,0.45371633918694465,Mammal,1.0,0.0,Animal,4.5476190476190474,0.7715167498104599,3.142857142857143,1.4240346078870172,4.25,1.0472698761772856,3.375,1.408499544814245,1.9705882352941178,1.0867046131405875,0.6574
honeybee,BOSS-2014 (v.2),0.0,0.0,0.0,Bee,0.7857142857142857,4,1.0392332819352068,Insect,0.9393939393939394,0.39045213081320695,Animal,4.666666666666667,0.6502032202644626,3.3095238095238093,1.5220027761600148,4.03125,1.2309025013143549,3.3125,1.281065584682558,2.2941176470588234,1.2438798481560995,0.6384
ring01,BOSS-2010 (v.1),0.0,0.0,0.0,ring,1.0,1,0.0,Jewel & money,0.7272727272727273,1.2250274521673095,,4.3076923076923075,0.9774792003129955,2.2051282051282053,1.260315064608161,3.84375,1.1670026397957816,3.75,1.3678332288460768,3.225806451612903,1.5855530563887341,0.6273
arrow02,BOSS-2014 (v.2),0.0,0.023809523809523808,0.0,arrow,0.926829268292683,2,0.37764632137370036,War related weapon & item,0.7575757575757576,0.7990485210442682,,4.238095238095238,0.9830148699846392,1.7073170731707317,0.7824289884399858,4.0625,1.2684127749837335,3.935483870967742,1.3149267120507198,3.5294117647058822,1.2609590894679905,0.6233
floortile02,BOSS-2014 (v.2),0.0,0.023809523809523808,0.0,tile,0.6097560975609756,5,1.4278945716175473,Building material,0.696969696969697,1.1643357863490202,,4.595238095238095,0.5868279263112158,1.6904761904761905,0.8111447868740442,3.5625,1.2164862143392416,3.875,1.3619246343602935,1.8235294117647058,1.1407224780094443,0.6218
monarchbutterfly,BOSS-2014 (v.2),0.0,0.0,0.0,butterfly,0.6666666666666666,2,0.9182958340544893,Insect,0.9393939393939394,0.32984607020714635,Animal,4.619047619047619,0.696765382088634,3.238095238095238,1.4618652270055505,4.53125,0.8418250143816763,3.375,1.4756081305138942,1.911764705882353,1.1643087963517376,0.6211
pigeon,BOSS-2014 (v.2),0.0,0.0,0.0,Pigeon,0.7857142857142857,3,0.8574363289971182,Bird,1.0,0.0,Animal,4.5,0.7407971974871922,2.9761904761904763,1.422606594884729,4.375,0.9755064854862865,3.3125,1.3781123134153823,1.911764705882353,1.1643087963517376,0.6199
tulip02,BOSS-2014 (v.2),0.0,0.0,0.0,tulip,0.7619047619047619,6,1.2135132560090713,Natural element,0.9090909090909091,0.5229784263810124,,4.404761904761905,0.7981540840764959,2.119047619047619,1.1729134239645072,4.233333333333333,1.2507469032909713,4.166666666666667,1.1768846465411835,2.3529411764705883,1.228015223999414,0.6193
crown,BOSS-2014 (v.2),0.0,0.0,0.023809523809523808,Crown,0.8780487804878049,4,0.7205446862784921,Jewel & money,0.36363636363636365,1.9921279900230786,,4.428571428571429,1.0392975381584912,2.738095238095238,1.4660303761788873,4.0625,1.0453429750487975,4.25,0.8032193289024988,3.4411764705882355,1.1855487534059141,0.6158
drumset,BOSS-2014 (v.2),0.0,0.0,0.0,Drum set,0.6428571428571429,3,1.2870540281187268,Musical instrument,0.9696969696969697,0.19590927087360496,Musical instrument,4.714285714285714,0.5077792052204925,2.9523809523809526,1.3057542620260028,3.75,1.3678332288460768,3.21875,1.5808200199528948,4.294117647058823,1.0307223640730587,0.6127
barnowl,BOSS-2014 (v.2),0.0,0.0,0.023809523809523808,owl,0.975609756097561,2,0.16542703399626696,Bird,1.0,0.0,Animal,4.428571428571429,0.8006965608633513,3.3333333333333335,1.4256648712805025,4.0625,0.87758833761769,3.9375,1.2164862143392416,1.911764705882353,1.239932721997534,0.6107
acousticguitar02,BOSS-2014 (v.2),0.0,0.0,0.0,guitar,0.7142857142857143,4,1.0964603080852084,Musical instrument,1.0,0.0,Musical instrument,4.523809523809524,0.7726449737860468,2.4523809523809526,1.1087760985435742,3.9375,1.3663584756098845,3.6875,1.2296734420949118,4.705882352941177,0.5788919281935339,0.6078
flamingo,BOSS-2014 (v.2),0.0,0.0,0.09523809523809523,flamingo,0.868421052631579,5,0.814637883474402,Bird,0.9696969696969697,0.19590927087360496,Animal,4.428571428571429,0.7696327012111169,3.1666666666666665,1.528855249519633,4.34375,1.1247759633553411,4.0625,1.4354385639823608,1.9705882352941178,1.2181778274338015,0.6059
trumpet,BOSS-2014 (v.2),0.0,0.023809523809523808,0.0,trumpet,0.8292682926829268,5,0.9739270264552788,Musical instrument,0.9696969696969697,0.19590927087360496,Musical instrument,4.380952380952381,0.8821365679453428,2.5238095238095237,1.2540295098658572,4.2,1.374647290185301,4.166666666666667,1.3412123525798003,4.176470588235294,0.7966059911708813,0.6049
cat,BOSS-2014 (v.2),0.0,0.0,0.0,cat,0.8809523809523809,4,0.6898254696731742,Feline,0.9375,0.3997900666170139,Animal,4.476190476190476,0.833391403319351,2.857142857142857,1.5233376156614786,3.59375,1.24069114453559,3.78125,1.313315798693054,2.7941176470588234,1.5131626875762842,0.5949
dalmatian,BOSS-2014 (v.2),0.0,0.0,0.0,Dalmatian,0.7142857142857143,3,1.1488348542809166,Canine,0.9090909090909091,0.4394969869215135,Animal,4.5476190476190474,0.7054623445856906,3.0,1.5460413650478515,4.0625,1.189673308368798,3.625,1.408499544814245,2.764705882352941,1.349721038055794,0.5917
greatwhiteshark,BOSS-2014 (v.2),0.0,0.0,0.0,shark,0.9047619047619048,3,0.5309809224687668,Fish,0.5757575757575758,1.8255941872446637,Animal,4.333333333333333,0.8742011452042509,2.857142857142857,1.3893572574576256,4.1875,1.0297979758028961,3.5625,1.3663584756098845,2.1176470588235294,1.1745974392893195,0.5899
lion,BOSS-2014 (v.2),0.0,0.0,0.0,lion,0.8809523809523809,3,0.612560886391352,Feline,0.6363636363636364,1.0961391592565066,Animal,4.404761904761905,0.9891983403555307,3.0238095238095237,1.456492533252155,4.032258064516129,1.11007119794909,3.3125,1.5120483863225558,2.176470588235294,1.445381112272744,0.5881
tiger02,BOSS-2014 (v.2),0.0,0.0,0.0,tiger,0.9523809523809523,3,0.3238144752669867,Feline,0.6666666666666666,1.2835609190548007,Animal,4.357142857142857,0.87850839693444,3.119047619047619,1.3828634299777411,3.96875,1.1773226871497122,3.96875,1.1495967034769894,1.8235294117647058,1.1926692303602573,0.583
seal,BOSS-2014 (v.2),0.0,0.0,0.0,seal,0.8809523809523809,4,0.6898254696731742,Sea mammal,0.8787878787878788,0.5328350630342235,Animal,4.357142857142857,0.87850839693444,2.7857142857142856,1.3710546819024214,3.838709677419355,1.0359142240407226,3.03125,1.3792091001496052,1.8235294117647058,1.24244598041937,0.5714
watch02a,BOSS-2010 (v.1),0.0,0.0,0.0,watch,0.8717948717948718,3,0.6450499982850292,Jewel & money,0.36363636363636365,1.8429171347601332,,4.410256410256411,1.117279325154795,3.076923076923077,1.3055471808002752,3.8484848484848486,1.2530266388133007,3.3636363636363638,1.294656851693283,3.8181818181818183,1.3335700547436913,0.5712
seagull,BOSS-2014 (v.2),0.0,0.0,0.0,Seagull,0.7142857142857143,6,1.3159669973441042,Bird,0.9696969696969697,0.19590927087360496,Animal,4.476190476190476,0.8900012397386609,2.761904761904762,1.393530764177267,3.9375,1.3182955760399302,2.65625,1.358589757444188,1.8529411764705883,1.1317016670048712,0.5708
cannon,BOSS-2014 (v.2),0.0,0.023809523809523808,0.023809523809523808,cannon,0.925,4,0.5031837316805835,War related weapon & item,0.9393939393939394,0.39045213081320695,,4.261904761904762,0.857094462435586,2.5238095238095237,1.0873573971677286,3.875,0.9069623173877128,3.65625,1.4052751997729036,2.6470588235294117,1.3680854337396824,0.5684
bullet,BOSS-2014 (v.2),0.0,0.0,0.0,bullet,0.9285714285714286,4,0.48444393383524387,War related weapon & item,0.9090909090909091,0.5835844869870731,,4.071428571428571,1.1129582014559911,1.7142857142857142,0.9947597892594604,4.0625,1.2427207404359506,3.03125,1.4252192813739224,2.8823529411764706,1.4091627835156704,0.5606
siamesecat,BOSS-2014 (v.2),0.0,0.023809523809523808,0.0,cat,0.6829268292682927,4,1.2810821794816514,Feline,0.9696969696969697,0.19590927087360496,Animal,4.5476190476190474,0.6699974864307042,2.7857142857142856,1.4404557931384296,3.46875,1.2696043325738624,3.0,1.5026857675938214,2.7941176470588234,1.1749767699755493,0.5536
daddylonglegs,BOSS-2014 (v.2),0.0,0.023809523809523808,0.0,Spider,0.8780487804878049,5,0.7693251740833704,Insect,1.0,0.0,Animal,4.333333333333333,0.9542374472273962,2.5714285714285716,1.3818131803920624,3.5,1.1071614388213236,3.78125,1.0696509831746295,2.088235294117647,1.443221292988279,0.5512
greathornowl,BOSS-2014 (v.2),0.0,0.0,0.0,owl,1.0,1,0.0,Bird,0.9393939393939394,0.39045213081320695,Animal,4.309523809523809,0.9750070728472727,3.357142857142857,1.495055730610288,3.65625,1.1807426585867267,3.78125,1.3850439611050431,2.0,1.2552918289216957,0.5441
greywolf,BOSS-2014 (v.2),0.0,0.0,0.0,Wolf,0.8571428571428571,5,0.8477415286338384,Canine,0.7575757575757576,0.7990485210442682,Animal,4.238095238095238,1.0548268568943204,3.073170731707317,1.4729264051954363,4.34375,0.8273305303514508,3.5,1.2951522516054665,2.0294117647058822,1.4245742398014511,0.5362
keyhole,BOSS-2014 (v.2),0.0,0.0,0.09523809523809523,Keyhole,0.3157894736842105,7,2.187596493376802,Building material,0.53125,1.6799451311431488,,4.642857142857143,0.6559829181085232,2.1904761904761907,0.9687330231549802,,,,,3.411764705882353,1.2819882063189272,0.5361
sandbarshark,BOSS-2014 (v.2),0.0,0.0,0.0,shark,0.9047619047619048,4,0.5965734820440876,Fish,0.7272727272727273,1.1792766944604327,Animal,4.214285714285714,0.9248787471145129,2.9523809523809526,1.4133920615414322,4.125,1.0395408415691625,3.25,1.3198240351921795,1.8529411764705883,1.2584828032722208,0.5348
cinderblock,BOSS-2014 (v.2),0.0,0.047619047619047616,0.0,Cinder block,0.325,10,2.6475160514095855,Building material,0.8181818181818182,0.8022243304841968,,4.571428571428571,0.7034013926370662,1.8333333333333333,0.9606061771830726,,,,,1.8823529411764706,1.066421540461737,0.5342
bolt01a,BOSS-2014 (v.2),0.0,0.023809523809523808,0.09523809523809523,Bolt,0.5675675675675675,3,1.28785148140323,Building material,0.5,1.4341963645051812,,4.380952380952381,1.0109734732082631,2.0476190476190474,1.0109734732082627,,,,,2.6176470588235294,1.1810294913915325,0.5276
eyechart,BOSS-2014 (v.2),0.0,0.09523809523809523,0.047619047619047616,eye chart,0.4722222222222222,15,2.9200182429539026,Medical instrument & accessory,0.71875,1.373689844084022,,4.5,0.8337397382993761,2.3095238095238093,1.1579648934839222,,,,,2.9411764705882355,1.4342388218903672,0.5255
pirateflag,BOSS-2014 (v.2),0.0,0.0,0.0,Pirate flag,0.7380952380952381,5,1.2711302650092349,War related weapon & item,0.45454545454545453,1.509205775567614,,4.166666666666667,1.05730136614959,2.0952380952380953,1.0548268568943207,4.25,1.2181424250644648,3.03125,1.2568361455552564,2.212121212121212,1.3406522609716824,0.5245
sword01,BOSS-2014 (v.2),0.0,0.0,0.0,sword,0.8095238095238095,6,1.0834189322427712,War related weapon & item,0.90625,0.5974547231656377,Weapon,4.071428571428571,1.1129582014559911,2.0238095238095237,0.896826253344299,4.064516129032258,1.1813970224827819,3.5806451612903225,1.4088812003001319,3.6176470588235294,1.1550864032315853,0.5032
cheetah,BOSS-2014 (v.2),0.0,0.0,0.07142857142857142,cheetah,0.7692307692307693,6,1.2544607350608235,Feline,0.6875,1.2575318729867573,Animal,4.309523809523809,1.0473682521046936,3.3095238095238093,1.456492533252155,4.09375,1.2010580013390881,3.84375,1.1670026397957816,1.7941176470588236,1.0948754395656124,0.5028
nail,BOSS-2010 (v.1),0.0,0.02564102564102564,0.05128205128205128,nail,0.7777777777777778,4,1.0000440897217608,Building material,0.48484848484848486,1.3291408183242783,,4.153846153846154,1.1593660141024795,2.3846153846153846,1.2484808582598677,4.0606060606060606,1.1709876691119,3.3333333333333335,1.3844373104863457,2.8484848484848486,1.4168894655461863,0.5015
pugdog,BOSS-2014 (v.2),0.0,0.023809523809523808,0.0,dog,0.4878048780487805,6,1.9193108604539848,Canine,0.90625,0.5349547231656377,Animal,4.5,0.6343808196897538,2.9523809523809526,1.447493728911492,,,,,2.7058823529411766,1.360245338047201,0.4909
crab01,BOSS-2014 (v.2),0.0,0.023809523809523808,0.0,crab,0.975609756097561,2,0.16542703399626696,Crustacean,0.9393939393939394,0.39045213081320695,Animal,4.119047619047619,1.0406935059309614,3.0952380952380953,1.4281067769316949,3.78125,0.9413228509270448,3.28125,1.3255400603576277,1.7941176470588236,1.1488970142602488,0.4892
tortoise01,BOSS-2014 (v.2),0.0,0.0,0.0,turtle,0.7619047619047619,3,0.9035239700887409,Reptile,0.8484848484848485,0.7230020642792743,Animal,4.261904761904762,1.0135550524599117,3.261904761904762,1.4660303761788873,3.875,1.237844119635477,4.09375,1.1175830776653122,2.264705882352941,1.3327761759259749,0.4702
necklace,BOSS-2010 (v.1),0.0,0.05263157894736842,0.0,necklace,0.8055555555555556,5,1.0689156580850052,Jewel & money,0.36363636363636365,1.8696015141915348,,4.153846153846154,1.203907269082884,2.4615384615384617,1.0722861422447845,3.5454545454545454,1.2522706649050828,3.606060606060606,1.2975793313752038,3.3333333333333335,1.5138251770487456,0.47
50dollarbill,BOSS-2010 (v.1),0.0,0.0,0.0,50$ bill,0.3684210526315789,14,2.7911718104484082,Jewel & money,0.9696969696969697,0.19590927087360496,,4.461538461538462,1.0220246635749388,2.948717948717949,1.5885895423749492,4.28125,1.3496564676409923,4.181818181818182,1.2362884335417403,1.696969696969697,1.2115292114938996,0.4658
seaturtle,BOSS-2014 (v.2),0.0,0.0,0.0,turtle,0.6190476190476191,5,1.5268317523243313,Reptile,0.75,1.248778124459133,Animal,4.404761904761905,0.857094462435586,3.357142857142857,1.4786518014143102,3.53125,1.2696043325738624,3.0,1.4591203713417602,2.1470588235294117,1.2341689128826112,0.4482
swordfish,BOSS-2014 (v.2),0.0,0.023809523809523808,0.023809523809523808,sword fish,0.825,2,0.6690158350565576,Fish,0.9393939393939394,0.39045213081320695,Animal,4.0476190476190474,1.0109734732082631,2.9047619047619047,1.3030830946966074,4.09375,1.0582814736256865,3.875,1.2889105176778741,1.6176470588235294,0.985184366143778,0.447
fishskeleton,BOSS-2014 (v.2),0.0,0.0,0.0,Fish skeleton,0.6666666666666666,4,1.1631391412009797,Fish,0.696969696969697,1.479195165911541,,4.166666666666667,1.0339756723718945,2.9523809523809526,1.3784470044287462,4.03125,1.2044105772989864,4.09375,1.2010580013390881,1.5294117647058822,1.022038785887012,0.4335
killerwhale,BOSS-2014 (v.2),0.0,0.0,0.024390243902439025,Killer whale,0.375,6,2.1763620978123273,Sea mammal,0.8484848484848485,0.7607327460318964,Animal,4.390243902439025,0.9969465577574307,2.658536585365854,1.3343492064965787,,,,,1.9705882352941178,1.2669527775191378,0.4312
dragonfly01,BOSS-2014 (v.2),0.0,0.047619047619047616,0.047619047619047616,Dragon fly,0.7631578947368421,7,1.382626227688333,Insect,0.9696969696969697,0.19590927087360496,Animal,4.119047619047619,0.9678334101859897,3.261904761904762,1.4152397678360282,4.03125,1.1495967034769894,3.28125,1.3966405545843488,1.7352941176470589,0.9941898949582403,0.4276
saintbernard,BOSS-2014 (v.2),0.0,0.0,0.0,dog,0.6190476190476191,6,1.6453485625311757,Canine,0.9393939393939394,0.32984607020714635,Animal,4.357142857142857,1.031726674228009,2.9523809523809526,1.4808102751020644,3.03125,1.4915758066879383,3.4375,1.4577379737113252,2.823529411764706,1.3810533580917912,0.4205
hammerheadshark,BOSS-2014 (v.2),0.0,0.023809523809523808,0.07142857142857142,Hammerhead shark,0.6842105263157895,4,1.2751296141322204,Fish,0.6363636363636364,1.3241519711361873,Animal,4.0476190476190474,1.1884070287446986,2.857142857142857,1.4578873550688638,4.125,1.3854078239672525,2.8125,1.5120483863225558,1.6764705882352942,1.0363276723909671,0.4066
sealion,BOSS-2014 (v.2),0.0,0.023809523809523808,0.0,seal,0.7560975609756098,4,1.11743619660629,Sea mammal,0.8181818181818182,0.6840384356390415,Animal,4.023809523809524,0.9750070728472727,3.0714285714285716,1.386218881510581,3.78125,1.2374368670764582,2.6875,1.490561704039248,1.7647058823529411,1.2567110400351258,0.3839
